ID,result
0,0.05813311087592814
1,0.07969183201101611
2,0.030145817889669156
3,0.07364226513862253
4,0.02869910387973027
5,0.0765796228262547
6,0.07477456661829777
7,0.041882858231813654
8,0.07568497837758217
9,0.13869910731297458
10,0.05072650725588916
11,0.05641223064606418
12,0.08751650978034581
13,0.12628809474896513
14,0.13207605578190154
15,0.04433932974867969
16,0.025911376713715552
17,0.05640723929640027
18,0.041939122731954305
19,0.10124221814487652
20,0.02425080368341824
21,0.047102132460041385
22,0.16668200193461324
23,0.043263793108325864
24,0.23537860190456655
25,0.07521986231062627
26,0.02997213001320991
27,0.09354393046962409
28,0.05258257276590881
29,0.16231172452813442
30,0.03693177449073029
31,0.34076280724768165
32,0.07244640358249389
33,0.021760513550873002
34,0.06847443750587283
35,0.03217242963847384
36,0.5701657168047274
37,0.07897509689031286
38,0.06412759614043288
39,0.0940937908206266
40,0.15447479884186008
41,0.08300153175287316
42,0.03785545012235506
43,0.06955114661912369
44,0.029935473529339295
45,0.16539003312608747
46,0.07042351616180918
47,0.046303952569307694
48,0.06821057013231095
49,0.12299823321285892
50,0.0699220012478868
51,0.0740427538177988
52,0.07471064465368653
53,0.05838615412300147
54,0.09794511431326307
55,0.0708235224840266
56,0.1836054667565303
57,0.04119391527236099
58,0.05498384461651891
59,0.08904020921159361
60,0.029719637608541336
61,0.052741134652433366
62,0.022602515592492586
63,0.021103306478461693
64,0.047030343910768435
65,0.03472356012607958
66,0.03817152483539059
67,0.15763372248701157
68,0.0502197353888715
69,0.03642282863277493
70,0.041882858231813654
71,0.055528411308607514
72,0.0599664760668098
73,0.0949334246343013
74,0.04401752340909987
75,0.11784191985105884
76,0.03769889631786531
77,0.056106921411904535
78,0.02814396223930269
79,0.02637092929353728
80,0.03813958762118652
81,0.08017421153318482
82,0.053066163892955084
83,0.0401422809963494
84,0.029135330653756814
85,0.15622525195906684
86,0.08049981197269789
87,0.025113588052994056
88,0.1258680803905522
89,0.021790622218600866
90,0.05192083927617179
91,0.24345562061774773
92,0.047015143002839696
93,0.03534939821340146
94,0.03482776901337446
95,0.05059536685191407
96,0.09968530589577954
97,0.06295309088064387
98,0.030001309112995173
99,0.03922340486034543
100,0.10950530271815447
101,0.053414085223275704
102,0.021496568281082803
103,0.0425597065128432
104,0.03480122140494955
105,0.110805359851658
106,0.1678029950310154
107,0.25347577437610136
