ID,result
0,0.5654872145186528
1,0.5812829634752982
2,0.33150368712062833
3,0.5149753260536382
4,0.2597138610547097
5,0.6116044624845492
6,0.4405757651343093
7,0.19489981639437573
8,0.5033666184628999
9,0.7155157795490872
10,0.34839807587145993
11,0.4159729386963884
12,0.746606610420835
13,0.7200612497544929
14,0.7196355007763489
15,0.4881330011727146
16,0.34180117926738013
17,0.4581404509929659
18,0.3208763423027572
19,0.7958032706971286
20,0.16173502994425087
21,0.26403292805690726
22,0.7506301661626696
23,0.2352711969391947
24,0.855928546012787
25,0.5000097050943685
26,0.19342522975147008
27,0.5782873788027403
28,0.4496591573074512
29,0.8254435940291667
30,0.6024126485822495
31,0.8768512111065793
32,0.4436783117859916
33,0.1854981017858528
34,0.420491336155995
35,0.3647109843176185
36,0.8689515748895866
37,0.2940248140350067
38,0.5144969102587734
39,0.565326161621769
40,0.8369316799371127
41,0.47265858228066265
42,0.4268722862209439
43,0.5283990868104554
44,0.21271594250972464
45,0.7350326148180721
46,0.43080127032171756
47,0.253266130733432
48,0.5157739658835506
49,0.7212303103535552
50,0.4943446303545851
51,0.49622451390939926
52,0.5420082293094021
53,0.3891774270543751
54,0.6488068437228763
55,0.5197813707892283
56,0.8446056779101763
57,0.3847656868104438
58,0.501117095544084
59,0.6566714686857092
60,0.15598146614561642
61,0.40133188461067976
62,0.09368404010448629
63,0.12530138206903546
64,0.15146093851300355
65,0.17392492395913645
66,0.25013270254766046
67,0.7832103936993475
68,0.3634267862076236
69,0.2508951349498368
70,0.26586364073401714
71,0.43921850328483175
72,0.14267423580676258
73,0.29801734657898554
74,0.2704400006990763
75,0.7251040660940293
76,0.35842116568859367
77,0.44403885587289765
78,0.19711961580882795
79,0.18829385264187917
80,0.48856177644409365
81,0.542488933731106
82,0.1717797173510765
83,0.2627302940482868
84,0.1737696277821571
85,0.883330740658532
86,0.46026986068934284
87,0.04327821912953276
88,0.7719393753469369
89,0.11529351959285546
90,0.22676136702910515
91,0.8480906161869016
92,0.15976795003304736
93,0.3227588234748018
94,0.2864326817325213
95,0.402009463163402
96,0.652468134466328
97,0.365410081810525
98,0.3001709117487039
99,0.27715252020037356
100,0.7417573640286187
101,0.230698033399322
102,0.16299835799700754
103,0.4615497953598831
104,0.31433759124747446
105,0.3616230551788294
106,0.844054219174656
107,0.8453061693346484
108,0.23047448439188997
109,0.5655532941807355
110,0.5387656726568936
111,0.5896463995456269
112,0.7301680240391556
113,0.37288488890791927
114,0.4328827562465509
115,0.7119973571861903
116,0.4961858652321578
117,0.5607179131851507
118,0.2375831697946708
119,0.5715617548285015
120,0.6990680991897938
121,0.354120328486469
122,0.31214869421474667
123,0.3644761353947644
124,0.6189802508278701
125,0.4688633128370728
126,0.665478151807298
127,0.40185067628501225
128,0.5182780383949859
129,0.7487210515627393
130,0.19444229961716272
131,0.3774808341095723
132,0.842089603631615
133,0.37019320924905513
134,0.5930053641387392
135,0.4917132440826856
136,0.20010485393565425
137,0.3125902411483676
138,0.2825887022161268
139,0.18451984966356835
140,0.37413014811930645
141,0.1591799574644121
142,0.42655242704177876
143,0.5222530323868827
144,0.4515099693701239
145,0.48464866966697495
146,0.5496767752484196
147,0.1635944245856014
148,0.5252133410769821
149,0.6083995045849598
150,0.10441608341496869
151,0.47602485724307836
152,0.15024222668150253
153,0.6694745354691914
154,0.9370175743130629
155,0.10603030103176103
156,0.5533014954089047
157,0.6179229665077717
158,0.3869346436235056
159,0.6595065049393392
160,0.2572335708108682
161,0.310776863358215
162,0.45409910084927957
163,0.5791164053855089
164,0.4868885836164196
165,0.6337057802767995
166,0.5664396208840885
167,0.887228259820914
168,0.6479725299583564
169,0.6940493150186352
170,0.6139374058004052
171,0.7615691522362588
172,0.7987272688898057
173,0.684595408448241
174,0.3014921016552565
175,0.3294109366339255
176,0.798593551113922
177,0.4906504383480986
178,0.6273861619982434
179,0.7461191655313701
180,0.7149367783404631
181,0.2963398788278599
182,0.5434055264307912
183,0.20837125999728714
184,0.5219089509998285
185,0.4721347885920081
186,0.555372242683129
187,0.46269842898522484
188,0.5440723464805646
189,0.608500944615745
190,0.5008616612612093
191,0.4326834713555795
192,0.4872343507002229
193,0.7175598944074761
194,0.5183059223907607
195,0.290827463409293
196,0.4722971560467679
197,0.21144292034666773
198,0.5647434699247501
199,0.4934661466532543
200,0.5276103594213051
201,0.7728705311999431
202,0.7200900318690795
203,0.535264035888037
204,0.29323788753170915
205,0.42414174931003024
206,0.28943910368200687
207,0.03581075678044715
208,0.7290027812114104
209,0.6770515257220204
210,0.451391392449217
211,0.3634240245858508
212,0.5437536350970965
213,0.5343256876650603
214,0.3513592855538735
215,0.1718723223268688
216,0.5406810340346684
217,0.46640245034666156
218,0.5967366263926926
219,0.7479853540750876
220,0.19652465349232134
221,0.2836417474529542
222,0.4831311898117011
223,0.4462468644907933
224,0.3955961541011178
225,0.7481457814847348
226,0.6721792220581634
227,0.6478091504119561
228,0.6377896217312462
229,0.13446657806372986
230,0.32860608605087754
231,0.5782403142195416
232,0.34273162191844364
233,0.5493147104611513
234,0.2428636197954827
235,0.49256496487001555
236,0.39694782839141446
237,0.6684847229083669
238,0.42534374017825394
239,0.41450678104212213
240,0.711314370524532
241,0.41639376550302054
242,0.41113320029553346
243,0.5559352604928047
244,0.469714912531672
245,0.5941990519752033
246,0.6812709845300715
247,0.39368884445919494
248,0.30126402541825326
249,0.7737865495060152
250,0.5715674478674327
251,0.2813226910482194
252,0.3400858734317139
253,0.10887528936758684
254,0.5378103583160411
255,0.26868276032747757
256,0.6442694762835178
257,0.3639124216364507
258,0.30400974639432715
259,0.5344468275326761
260,0.3553288574060742
261,0.7119217520421186
262,0.7644598650093181
263,0.26118642527255975
264,0.49917724891640314
265,0.46866135336578857
266,0.7203346834072384
267,0.06295205180883416
268,0.2850908235795782
269,0.42811026877775304
270,0.7063984351826296
271,0.20522280634304943
272,0.5647121254302784
273,0.6669570332416409
274,0.7322699147976024
275,0.04986182887208807
276,0.5294691462688398
277,0.17615235014019964
278,0.41186290663175956
279,0.6990513621559623
280,0.15046341636177288
281,0.16404822197756277
282,0.5689715416043185
283,0.2271884234100874
284,0.12115873835196866
285,0.5677949330551405
286,0.3109406091403847
287,0.374844687865983
288,0.4773774135004963
289,0.1697433422211135
290,0.2684030730816551
291,0.6701284141905305
292,0.3460686426940348
293,0.8019786603185869
294,0.1234611462251415
295,0.5433773276683803
296,0.6950850972935252
297,0.6555379468386496
298,0.555127251991384
299,0.6352640501404611
300,0.37910363068338626
301,0.5349335338535691
302,0.36830215591708465
303,0.40515620444766864
304,0.6163829149002551
305,0.0925169387030951
306,0.6796352308385202
307,0.18588519812771886
308,0.5024314884704165
309,0.20559766853848266
310,0.8826559861934832
311,0.2031938971147621
312,0.6037714584911384
313,0.5636973554786039
314,0.39114934196049045
315,0.38613686334932934
316,0.33362524716022235
317,0.10263192471922422
318,0.15951625911259493
319,0.2574894717598687
320,0.5066062483617316
321,0.6676007428597756
322,0.2612680475480239
323,0.5366483264969091
324,0.42891942762597857
325,0.5979717143309329
326,0.12566878055860647
327,0.09020437059837919
328,0.506103039458296
329,0.5377610764246101
330,0.1901163394695623
331,0.72821389247352
332,0.11824941089059772
333,0.45131837524688434
334,0.6388568343700631
335,0.8338968726933518
336,0.38106369708629245
337,0.2617803691175448
338,0.14464794671973719
339,0.5909596176554032
340,0.49794759591279614
341,0.6961977986033092
342,0.0840307865361207
343,0.4601832411988104
344,0.7835052790327288
345,0.3275569351872345
346,0.05708821339479666
347,0.5078174130516812
348,0.4932419999161566
349,0.7650081689089351
350,0.13968439130687652
351,0.16946586672487907
352,0.458941467590547
353,0.39983048062151294
354,0.21549853659186424
355,0.4652445074708479
356,0.24714762979543575
357,0.3545169970689311
358,0.13677284484742977
359,0.13834147037166492
360,0.514625696208049
361,0.6995155910962849
362,0.2602373979304601
363,0.4252311948762963
364,0.03566023940276978
365,0.5669592323022551
366,0.08686414395263808
367,0.45827969658631357
368,0.5405699092122364
369,0.5553277670074219
370,0.36670394600099593
371,0.44709892782427474
372,0.12353551739756649
373,0.7179967776900004
374,0.6295794731909389
375,0.4127916904771228
376,0.3239944594179736
377,0.5795604716840724
378,0.22109916733552173
379,0.24400182949246318
380,0.4289108353901206
381,0.4621289556278039
382,0.4047376191230344
383,0.11030494692351774
384,0.06653154212291174
385,0.7243221972766161
386,0.19378888224014146
387,0.3363210016014938
388,0.4071174127926727
389,0.639607561037675
390,0.8436060448968827
391,0.7622436076581534
392,0.6234353434784663
393,0.5555412685045504
394,0.4069254735264304
395,0.6355973977478697
396,0.06804958723576518
397,0.7521573791210519
398,0.4159237861686696
399,0.5551511540079165
400,0.7516318173201454
401,0.4232787173271627
402,0.7481285589162692
403,0.3470336935921697
404,0.6556235564893993
405,0.8425515338823238
406,0.11263641180212824
407,0.6262481765676211
408,0.5279615477856776
409,0.6670414731556541
410,0.7723102630997606
411,0.6631725253844306
412,0.5884968803131677
413,0.15900565537047234
414,0.6436268349118348
415,0.7510953218837166
416,0.25219847866528905
417,0.7047094626311629
418,0.30589445213070815
419,0.22439713941092004
420,0.01804902350819367
421,0.6836530323981401
422,0.28283060743202293
423,0.3614976764956793
424,0.41558040482677555
425,0.614043626837541
426,0.8077634454788705
427,0.37381075426102317
428,0.5616294689108252
429,0.057043535447724496
430,0.6344201555132865
431,0.23765148802468672
432,0.49769768672980425
433,0.6337770590514696
434,0.7160193590792632
435,0.5354012299744711
436,0.4805356963073382
437,0.46955353805310196
438,0.5404895461332647
439,0.4495676426102407
440,0.2132868482104814
441,0.09679882384285536
442,0.6964273394905931
443,0.35137497120977695
444,0.2690769454551802
445,0.41589049865725825
446,0.6630016829886584
447,0.33342058657689144
448,0.3586028109042392
449,0.43672158687184626
450,0.7397307559459928
451,0.3905228380873568
452,0.2600603404677258
453,0.42132633535761516
454,0.35135545843375604
455,0.05412510330365259
456,0.698298453415908
457,0.591601804576282
458,0.34628886022831173
459,0.40787557752819487
460,0.5551542663016206
461,0.5542440012429153
462,0.08793373453482525
463,0.37021510762567267
464,0.5392062261772818
465,0.5432557715480223
466,0.6423613662394384
467,0.20193575348729018
468,0.1394592964554987
469,0.1620832450825727
470,0.12660345537441112
471,0.44095233735114364
472,0.2750611477191801
473,0.6685501341610686
474,0.5510582732143325
475,0.47738956929004933
476,0.13216159503775135
477,0.32437063377146963
478,0.76928961403545
479,0.5363443723780081
480,0.38171844999750965
481,0.6398290761510692
482,0.4336426437466167
483,0.1929121241861325
484,0.7689951468840133
485,0.25064819504634084
486,0.27837773675609523
487,0.35269136846035826
488,0.3037873382742657
489,0.33119785327651796
490,0.7407292786923587
491,0.14920948368976286
492,0.25110775801321294
493,0.6042401827186548
494,0.1370026740791001
495,0.6240783616329041
496,0.8604300574277703
497,0.7588762916077904
498,0.408209111808095
499,0.08624178630827191
500,0.8543796619850648
501,0.5048468976549715
502,0.8218781375336491
503,0.1340918999810621
504,0.8315407866765632
505,0.1597032737918048
506,0.10594707979145034
507,0.57726438245763
508,0.6229279163219389
509,0.32211925209440606
510,0.4000255546038609
511,0.2317308797282468
512,0.21763821898159297
513,0.21297367724462707
514,0.41545572606549525
515,0.30057751673276306
516,0.5455844555854342
517,0.5067017995058687
518,0.4002221162257105
519,0.48047571118946647
520,0.19555878763097798
521,0.7123875300346897
522,0.8271842844764763
523,0.6279547745131713
524,0.54005183043356
525,0.28986622955576286
526,0.8646149793838462
527,0.4453374230628862
528,0.21923235146504375
529,0.2261360515620365
530,0.1581485420274335
531,0.778129344961659
532,0.351259559515833
533,0.07112398234733372
534,0.4909836962026073
535,0.7862860713318887
536,0.0792253102418203
537,0.4087908388063073
538,0.4393766099833759
539,0.2190079944581419
540,0.4567686897292687
541,0.4722860413733407
542,0.6747939425411051
543,0.7786934231223475
544,0.521548549533047
545,0.35274413080634026
546,0.8405229646066581
547,0.4913929015673492
548,0.21607859289922865
549,0.567872444641458
550,0.5483670597920481
551,0.34090457768981886
552,0.10549623285369499
553,0.873889282617212
554,0.29508626587889286
555,0.7754521808010757
556,0.5312550933745263
557,0.5908029324576483
558,0.5105777181627587
559,0.16562204630276794
560,0.3855200918286334
561,0.08639523679916992
562,0.6746859163137807
563,0.4092648126460941
564,0.49423210213980234
565,0.6318389764454663
566,0.34494285767247995
567,0.3180579978075182
568,0.7658789287254
569,0.7590587643919349
570,0.2220878631876721
571,0.7371436635446686
572,0.513568455558058
573,0.5094486542671285
574,0.6852654088213163
575,0.4715132842772639
576,0.0764032568227748
577,0.8054072523607131
578,0.376464944380112
579,0.5066336470323117
580,0.7246356338947351
581,0.6263866658650606
582,0.4508703630670354
583,0.5009773203885568
584,0.18799585927643425
585,0.5632025656036198
586,0.32901372184674815
587,0.5907338550536475
588,0.2157408981065024
589,0.809530784590299
590,0.30063070476180825
591,0.32778216900670476
592,0.44832125672851103
593,0.6126625807960584
594,0.3655769398744657
595,0.5847737503110075
596,0.28703104638511207
597,0.3906523278713714
598,0.6744588903916398
599,0.689903952424346
600,0.5938856106646031
601,0.740735634344658
602,0.29751866701834867
603,0.3655031328536322
604,0.2977410823959526
605,0.30153357505395084
606,0.8230691727825941
607,0.21151915859846504
608,0.6216100752456326
609,0.7173032291469722
610,0.662184778802309
611,0.39901112349444556
612,0.5948085145952839
613,0.766184549586945
614,0.289434949553927
615,0.23415530385877323
616,0.6395239852219514
617,0.13975960205966806
618,0.116976984412511
619,0.5762951508482566
620,0.5514138066463884
621,0.46342292544295977
622,0.3089385621324554
623,0.48833759640106256
624,0.11526024520470521
625,0.6096988016220143
626,0.15842295533075684
627,0.6441984276204263
628,0.7776456817552285
629,0.6846416610100611
630,0.39850117832606724
631,0.13920117723568318
632,0.7772823880287836
633,0.6658441387616751
634,0.4954255462569888
635,0.6229719593782356
636,0.3371625781862336
637,0.21346478732494578
638,0.6001037587367897
639,0.6669455253645076
640,0.7127859457660293
641,0.9541163216299532
642,0.46089766307324204
643,0.2083949172068894
644,0.502920204733274
645,0.6967497203579894
646,0.5531919655384452
647,0.17967238548714032
648,0.15253166326342057
649,0.2865971978583498
650,0.3840898877205886
651,0.1214117371831084
652,0.6864338814044307
653,0.3767482480765781
654,0.3893570801351002
655,0.08117623402819338
656,0.3313535383285663
657,0.20867240678839277
658,0.6960847460856483
659,0.4736219374058652
660,0.02954955975410282
661,0.741746549805554
662,0.42080960858724553
663,0.1784910781420747
664,0.31900131047422664
665,0.3308160601146748
666,0.5598791899585718
667,0.3497162557064361
668,0.46187318143388556
669,0.2636284761050089
670,0.6274729511954631
671,0.16934979660843658
672,0.12325534017923777
673,0.32126683356198227
674,0.13869286514538648
675,0.27458902431537774
676,0.05831000108551331
677,0.8515281686377985
678,0.42805306746213406
679,0.06435543245185603
680,0.31807776988643777
681,0.3096081594839796
682,0.03395016913560342
683,0.7109143939256883
684,0.7725671349183755
685,0.13630533062837946
686,0.27431066478692545
687,0.18038260083881721
688,0.5464817041705589
689,0.593727598215121
690,0.2739782474016089
691,0.545628510851592
692,0.3043613837484262
693,0.5297978834888288
694,0.8152685455921004
695,0.5258146312374645
696,0.24512939982554022
697,0.11846898013829563
698,0.43027003184421336
699,0.47257242278488304
700,0.49686677884614827
701,0.6697182317817014
702,0.6627504114220536
703,0.41308766652271045
704,0.5977133076720117
705,0.6047001885530815
706,0.382006643856288
707,0.7545176940425654
708,0.6025002975735557
709,0.5078521558079399
