ID,result
0,0.4428673427691558
1,0.4861801280578079
2,0.15873116558923261
3,0.44868934104474956
4,0.22367510951741135
5,0.5009122991940971
6,0.44285996253066967
7,0.33700176813711696
8,0.2567864447499537
9,0.6590060200041838
10,0.2852626166971768
11,0.35709131230043506
12,0.6276439937596046
13,0.5897412964276303
14,0.6574279038422596
15,0.35744583010381287
16,0.295103736466621
17,0.34558624284398254
18,0.2523062540600231
19,0.6169335893136768
20,0.15158180582817285
21,0.24302414988877236
22,0.6158445589140175
23,0.24743395392757878
24,0.7193088009854145
25,0.4324063214412939
26,0.1507890188658786
27,0.3862241513995518
28,0.3384209187340265
29,0.6949035884354693
30,0.40809484429193693
31,0.7383797305502217
32,0.4227259204006959
33,0.10224837771905838
34,0.3973533646930995
35,0.2614364171305206
36,0.8005600869890253
37,0.3894513253116973
38,0.3078238700422649
39,0.3982391523204159
40,0.762174226838504
41,0.30233574029221294
42,0.28441815743040216
43,0.41741200272897366
44,0.2807427338274289
45,0.6294503378165407
46,0.4160709190043513
47,0.23328944307957045
48,0.46554715332252605
49,0.5132113243297115
50,0.38073734738907977
51,0.3417141196768347
52,0.4117617224863102
53,0.4059519879687847
54,0.4694461449978802
55,0.4244914974957742
56,0.7264953927046864
57,0.20587117125301513
58,0.48499600937254506
59,0.5733308297194498
60,0.20622809386660498
61,0.31446891339866595
62,0.14711784310303283
63,0.15949451410203347
64,0.25841642789018676
65,0.2540997883156005
66,0.2931668439520002
67,0.6523998668559123
68,0.1778262872246129
69,0.250086127944256
70,0.26715755340500147
71,0.33481460637038746
72,0.4016001128884569
73,0.2992124797509783
74,0.29121163247449994
75,0.5920820041653625
76,0.22294709793056833
77,0.36684713302375455
78,0.13525371180995002
79,0.21489408408055127
80,0.3765995799558937
81,0.369352584933753
82,0.07884242162898815
83,0.234138784271517
84,0.20801981681152704
85,0.7985226781090758
86,0.49924677443551474
87,0.09458336793210902
88,0.5286751250476425
89,0.16509295886496111
90,0.24307000618995048
91,0.6404443582637501
92,0.2974601355930819
93,0.2599204170445494
94,0.2566840981115479
95,0.4059887873450991
96,0.5954832108972616
97,0.3555104486389238
98,0.2830980673435424
99,0.2657873707752579
100,0.5788206336256394
101,0.29049515299869366
102,0.10358711883912011
103,0.3278211787257666
104,0.3441340772899882
105,0.43955142863932023
106,0.7587131728413904
107,0.732765385128022
108,0.2543715942364886
109,0.40149420270984487
110,0.428300830845695
111,0.43803789193682124
112,0.5477833074567061
113,0.3205716111047366
114,0.47007287744325216
115,0.5788543864432026
116,0.4901680464552221
117,0.4372875115764175
118,0.2919514107684096
119,0.4464917667429698
120,0.4986339254102808
121,0.2849578011441988
122,0.29573391244704866
123,0.44129517786694195
124,0.5777701902504033
125,0.3941622735248263
126,0.5154671424450408
127,0.16736908068685724
128,0.3753109418599286
129,0.6827256987425596
130,0.28987797374299906
131,0.42862929533364613
132,0.7128070116264728
133,0.1595088849692578
134,0.46720686468822187
135,0.4238546027085177
136,0.29629424084417316
137,0.20188684202302917
138,0.22407586115143885
139,0.20338250179548517
140,0.28523756641535286
141,0.239895391061951
142,0.31643597644259486
143,0.29766807024098485
144,0.3204952062103478
145,0.336846348826989
146,0.47017717312711266
147,0.1132106890994377
148,0.5017872840588542
149,0.4098618316476917
150,0.12421883929059022
151,0.4624637637268987
152,0.3057789540351467
153,0.560686021367924
154,0.8450997150353774
155,0.152847346836729
156,0.48179048953341325
157,0.4966236271690656
158,0.32117399137775604
159,0.5425857980054695
160,0.25831168641585905
161,0.21050995313912763
162,0.26164480565807546
163,0.4412250520594003
164,0.3103170673829032
165,0.45729711431330433
166,0.4135794304588428
167,0.7685224654401093
168,0.577896639310538
169,0.7145796950865517
170,0.45843950242987896
171,0.5760869079765836
172,0.7007322188554153
173,0.5788999158505095
174,0.20893316746219973
175,0.14771089514788638
176,0.6180824538691464
177,0.3276110992228346
178,0.4074550061559264
179,0.6563678330685097
180,0.5400082238272083
181,0.3808082946772589
182,0.5429676216972791
183,0.22250501862955413
184,0.4309558386827472
185,0.3034746366304433
186,0.44388571039203806
187,0.28861980455716923
188,0.485854238100843
189,0.433461780334492
190,0.39704443648422527
191,0.3681990985402878
192,0.3836499134542868
193,0.6040178057053838
194,0.42432735119070203
195,0.3783461323425085
196,0.44809472311391096
197,0.20612703408298122
198,0.45126622469683847
199,0.4044223012559164
200,0.41746330245803964
201,0.5845117345429188
202,0.5496019860844733
203,0.5213377970303303
204,0.14528818714889158
205,0.399001579316471
206,0.17174141788983596
207,0.08570955505487139
208,0.5438611850037933
209,0.5267851529390937
210,0.3937960084986492
211,0.2684788349878611
212,0.4729578601831793
213,0.4523734673827404
214,0.20842742751225107
215,0.19538237752029047
216,0.46786496789334503
217,0.4855113746479162
218,0.5505385631282715
219,0.6890628998553139
220,0.19450917713192994
221,0.182225610141445
222,0.31606946786589335
223,0.3999732913967361
224,0.37330902866233767
225,0.6132792901108662
226,0.4982646693003633
227,0.5296812444659944
228,0.640638055101687
229,0.20284807755228765
230,0.4612757361857891
231,0.5141964025744062
232,0.5009087202298026
233,0.4347779217542304
234,0.3234477068887794
235,0.3718286842692886
236,0.27119040079604995
237,0.5067741367090076
238,0.1802247528583057
239,0.3373075039727765
240,0.6827513101241958
241,0.3598581051684892
242,0.2924587377790041
243,0.3813605709042743
244,0.42556399774533904
245,0.454143151036759
246,0.49917560302388425
247,0.3074543190732274
248,0.3007244727438685
249,0.6246741456052828
250,0.4466934516826393
251,0.3323211158031355
252,0.26861967748490273
253,0.079651730270176
254,0.4471297188293984
255,0.3738679217530636
256,0.4731055075051684
257,0.42641143710513246
258,0.34120203118332004
259,0.3684258787047836
260,0.3305603948825009
261,0.43026790505722445
262,0.5812893741376827
263,0.346913733746834
264,0.4537893805044004
265,0.41464620337816904
266,0.6210058481707296
267,0.05898402842820881
268,0.26786676758405487
269,0.4143204274907358
270,0.43969429827419915
271,0.2141261542418269
272,0.5094434510039391
273,0.4397883392075257
274,0.5299877407496842
275,0.08369356868765218
276,0.3777101770783725
277,0.24276044468447655
278,0.32605804712962555
279,0.6406370715799019
280,0.13367297448823845
281,0.16166684433919581
282,0.3659365311506126
283,0.2554136913084362
284,0.13803824033052917
285,0.5256028704206983
286,0.23856038792330997
287,0.23273848023030108
288,0.37079938887170016
289,0.11886503820674928
290,0.1475099416136024
291,0.5327338950387349
292,0.18996153064713864
293,0.6303495076530979
294,0.22110592497269696
295,0.37755964336123
296,0.4847381644440582
297,0.415959598791742
298,0.42389086590263036
299,0.541529683807148
300,0.3203608360838823
301,0.3841184738248573
302,0.398495227146202
303,0.20898378143631596
304,0.33171786733091824
305,0.11187142251001302
306,0.46678084535522196
307,0.21602989077760576
308,0.5294384831522948
309,0.25630585844404224
310,0.7373199373275809
311,0.22908883332812616
312,0.4788880117715245
313,0.41129308836216627
314,0.30258185702381135
315,0.23335530357391565
316,0.4254937607060435
317,0.1476684706920877
318,0.1685974358455059
319,0.13605833781339768
320,0.38084679375349445
321,0.5699822981761149
322,0.28195011071295656
323,0.3857775118139232
324,0.3390490905999143
325,0.39163299576534166
326,0.06729143570820814
327,0.16691067635905527
328,0.3668986101003773
329,0.43710418115775235
330,0.22717549757154246
331,0.6208001395306636
332,0.083711254632218
333,0.34751241265365557
334,0.5641372986339731
335,0.6829394930333372
336,0.31031835082718123
337,0.19116818432335525
338,0.16844098552384518
339,0.4349186420577852
340,0.5181452732155934
341,0.450672722007485
342,0.04346199953922356
343,0.277354517680935
344,0.7228630731537843
345,0.32824895411226124
346,0.05784153428658589
347,0.415458527512173
348,0.32414618345554974
349,0.6945578007714701
350,0.12301178613543658
351,0.10715441128792988
352,0.444152314784421
353,0.31043421949779965
354,0.14440203387734918
355,0.34881842876288677
356,0.32942007316773286
357,0.24764266334729984
358,0.14470668081632157
359,0.11043962784505729
360,0.46278849566041647
361,0.5668278206495564
362,0.3885369016927813
363,0.23720261296987652
364,0.10471973554117203
365,0.430070786833072
366,0.08620260357835294
367,0.4062155136079992
368,0.415165183090408
369,0.3857174334719695
370,0.1332899413498516
371,0.37356066309736274
372,0.133296436842703
373,0.5734627204470595
374,0.5470424583290449
375,0.23308113435873437
376,0.24189399457454702
377,0.5478751372269551
378,0.21802914201501747
379,0.19814718851023336
380,0.22469942641755525
381,0.26778298108698206
382,0.3281038446949715
383,0.10181371208902508
384,0.19553451875831326
385,0.5289123341931908
386,0.17984236242595067
387,0.12524238326828183
388,0.33023734388788967
389,0.5349600815658789
390,0.7128833827171382
391,0.5971441298703196
392,0.5522844444272142
393,0.4663221717406794
394,0.416639406586474
395,0.49280749822629366
396,0.08383153875746331
397,0.4718736835010501
398,0.3407837283171557
399,0.48420811157870747
400,0.5999560859215769
401,0.4248398921301396
402,0.6181025512410463
403,0.4471467414781798
404,0.522051167989158
405,0.744107156385574
406,0.11668531272685659
407,0.5714615693820168
408,0.46303595797584207
409,0.6380468184141442
410,0.6787603301922374
411,0.504069326437101
412,0.43073335032846655
413,0.4221798264826217
414,0.4047014545914402
415,0.55033182404082
416,0.268705789171748
417,0.6225803837323121
418,0.3516132034766706
419,0.19143937264374133
420,0.2137938113004805
421,0.5228740799723458
422,0.2641053567344225
423,0.3798365734446958
424,0.4222301058250736
425,0.5393155103435422
426,0.6860490298007037
427,0.36229853482390295
428,0.43318102027458943
429,0.09791787627258013
430,0.45199509343104644
431,0.14574649901490794
432,0.42658583468096245
433,0.5668136978557334
434,0.5344153236854252
435,0.4208809077338811
436,0.1488484123491896
437,0.4047462507295104
438,0.5945507272408781
439,0.3731212547753879
440,0.284842325778277
441,0.092219561405387
442,0.5395255918360171
443,0.3838472251963541
444,0.18590861493785663
445,0.2688243855928817
446,0.5316163814316579
447,0.3359253733306994
448,0.3002874463848241
449,0.4002286102554326
450,0.5814035104349359
451,0.2963949237248196
452,0.2996686029785426
453,0.3414158152580227
454,0.31197349745242614
455,0.05228591567363163
456,0.5935675246643816
457,0.4671409769995496
458,0.420849847476428
459,0.22643582503256396
460,0.4321070354776995
461,0.3914335798655261
462,0.09725211329769663
463,0.2345107607460591
464,0.4583475227612116
465,0.4134917692375671
466,0.4866661118343107
467,0.28391228383086453
468,0.1277407379779349
469,0.19163569838560546
470,0.13781670427964918
471,0.298458692219614
472,0.21664891401161593
473,0.6405178000291671
474,0.5485449162632281
475,0.32987321702005684
476,0.13004266286968644
477,0.4393065851710264
478,0.6228836109130639
479,0.3492651642091274
480,0.34986414732565424
481,0.5226658114212257
482,0.4647327160552367
483,0.2678192173943155
484,0.5906875605954505
485,0.3258671152323701
486,0.2088316541282207
487,0.38316542983818735
488,0.29712160044060104
489,0.1962183642391923
490,0.6038033588356329
491,0.28419258054334084
492,0.2462977714257679
493,0.41773884918995186
494,0.21328812536113753
495,0.4803412531645204
496,0.7448390683912894
497,0.6885955945362321
498,0.2555709015388804
499,0.12669016034359012
500,0.6624913196541415
501,0.3747012299614696
502,0.6446450748776164
503,0.10099248617847063
504,0.6624010915050922
505,0.11253850792643676
506,0.08904146522213252
507,0.41853926216780624
508,0.3703349129797317
509,0.19205430140167637
510,0.23170449870879112
511,0.23884058356629348
512,0.23230820145636993
513,0.31284018580546635
514,0.33347167553321444
515,0.2126695934453752
516,0.6394981072538138
517,0.48964261310529894
518,0.41982727016897786
519,0.3009784346602851
520,0.2850869838036439
521,0.633218279887544
522,0.6745329621137288
523,0.5761284764282929
524,0.43389977934690516
525,0.3557289057596372
526,0.7373299369249153
527,0.34724952031029427
528,0.2816444756968499
529,0.24689569838721415
